systematic_name	standard_name	chrom	start	end
YHR215W	PHO12	chrVIII	552099	553502
YHR216W	IMD2	chrVIII	554396	555967
YHR217C		chrVIII	556581	557042
YHR218W		chrVIII	558014	559924
YHR218W-A		chrVIII	559932	560249
YHR219C-A		chrVIII	561199	561681
YHR219W		chrVIII	560173	562047
YIL001W		chrIX	353940	355481
YIL002C	INP51	chrIX	350591	353431
YIL002W-A	CMI7	chrIX	350301	350510
YIL003W	CFD1	chrIX	349122	350003
YIL004C	BET1	chrIX	347946	348505
YIL005W	EPS1	chrIX	345692	347797
YIL006W	YIA6	chrIX	344062	345183
YIL007C	NAS2	chrIX	342994	343656
YIL008W	URM1	chrIX	342536	342835
YIL009C-A	EST3	chrIX	335666	336212
YIL009W	FAA3	chrIX	339344	341428
YIL010W	DOT5	chrIX	334882	335529
YIL011W	TIR3	chrIX	333727	334536
YIL012W		chrIX	333011	333352
YIL013C	PDR11	chrIX	328207	332442
YIL014C-A		chrIX	325212	325526
YIL014W	MNT3	chrIX	326103	327995
YIL015W	BAR1	chrIX	322342	324105
YIL016W	SNL1	chrIX	321454	321933
YIL017C	VID28	chrIX	318200	320965
YIL018W	RPL2B	chrIX	316768	317932
YIL019W	FAF1	chrIX	315093	316133
YIL020C	HIS6	chrIX	314035	314820
YIL020C-A		chrIX	313713	314051
YIL021C-A		chrIX	313199	313468
YIL021W	RPB3	chrIX	312905	313861
YIL022W	TIM44	chrIX	311165	312460
YIL023C	YKE4	chrIX	309386	310426
YIL024C		chrIX	308602	309171
YIL025C		chrIX	308201	308575
YIL026C	IRR1	chrIX	304477	307929
YIL027C	EMC5	chrIX	303679	304104
YIL028W		chrIX	302100	302498
YIL029C		chrIX	300829	301257
YIL029W-A		chrIX	299735	300106
YIL030C	SSM4	chrIX	296050	300009
YIL030W-A		chrIX	295565	295903
YIL031W	ULP2	chrIX	292633	295737
YIL032C		chrIX	291961	292317
YIL033C	BCY1	chrIX	290419	291669
YIL034C	CAP2	chrIX	289226	290089
YIL035C	CKA1	chrIX	287790	288908
YIL036W	CST6	chrIX	285666	287429
YIL037C	PRM2	chrIX	283029	284999
YIL038C	NOT3	chrIX	280142	282652
YIL039W	TED1	chrIX	278426	279847
YIL040W	APQ12	chrIX	277723	278139
YIL041W	GVP36	chrIX	276525	277505
YIL042C	PKP1	chrIX	275108	276292
YIL043C	CBR1	chrIX	274072	274926
YIL044C	AGE2	chrIX	272950	273846
YIL045W	PIG2	chrIX	271161	272777
YIL046W	MET30	chrIX	268651	270573
YIL046W-A		chrIX	268309	268473
YIL047C	SYG1	chrIX	265115	267823
YIL047C-A		chrIX	265099	265467
YIL048W	NEO1	chrIX	261437	264892
YIL049W	DFG10	chrIX	260158	260919
YIL050W	PCL7	chrIX	258913	259770
YIL051C	MMF1	chrIX	257843	258280
YIL052C	RPL34B	chrIX	256226	257063
YIL053W	GPP1	chrIX	255115	255867
YIL054W		chrIX	254543	254860
YIL055C		chrIX	252042	253925
YIL056W	VHR1	chrIX	249991	251913
YIL057C	RGI2	chrIX	247902	248396
YIL058W		chrIX	246914	247198
YIL059C		chrIX	246550	246915
YIL060W		chrIX	246392	246826
YIL061C	SNP1	chrIX	244657	245559
YIL062C	ARC15	chrIX	243998	244462
YIL063C	YRB2	chrIX	242761	243744
YIL064W	EFM4	chrIX	241943	242716
YIL065C	FIS1	chrIX	241308	241775
YIL066C	RNR3	chrIX	238099	240708
YIL066W-A		chrIX	237366	237809
YIL067C		chrIX	235724	237760
YIL068C	SEC6	chrIX	233057	235474
YIL068W-A		chrIX	233013	233396
YIL069C	RPS24B	chrIX	231553	232369
YIL070C	MAM33	chrIX	230272	231072
YIL071C	PCI8	chrIX	228660	229994
YIL071W-A		chrIX	228550	229026
YIL072W	HOP1	chrIX	226602	228419
YIL073C	SPO22	chrIX	222937	225954
YIL074C	SER33	chrIX	221081	222490
YIL075C	RPN2	chrIX	217863	220700
YIL076W	SEC28	chrIX	216658	217548
YIL077C	RCI37	chrIX	214991	215953
YIL078W	THS1	chrIX	212499	214703
YIL079C	AIR1	chrIX	210923	212005
YIL080W		chrIX	205635	210357
YIL082W		chrIX	205635	206507
YIL082W-A		chrIX	205635	210132
YIL083C	CAB2	chrIX	203556	204653
YIL084C	SDS3	chrIX	202276	203259
YIL085C	KTR7	chrIX	200490	202043
YIL086C		chrIX	200153	200461
YIL087C	AIM19	chrIX	199646	200119
YIL088C	AVT7	chrIX	197931	199403
YIL089W		chrIX	195599	196216
YIL090W	ICE2	chrIX	193595	195070
YIL091C	UTP25	chrIX	191030	193195
YIL092W		chrIX	189066	190967
YIL093C	RSM25	chrIX	187990	188784
YIL094C	LYS12	chrIX	186517	187632
YIL095W	PRK1	chrIX	183937	186369
YIL096C	BMT5	chrIX	182117	183127
YIL097W	FYV10	chrIX	180427	181977
YIL098C	FMC1	chrIX	179772	180239
YIL099W	SGA1	chrIX	178004	179653
YIL100C-A		chrIX	177343	177681
YIL100W		chrIX	177373	177726
YIL101C	XBP1	chrIX	175307	177250
YIL102C		chrIX	174582	174887
YIL102C-A		chrIX	173365	173592
YIL103W	DPH1	chrIX	171751	173028
YIL104C	SHQ1	chrIX	169982	171505
YIL105C	SLM1	chrIX	167581	169641
YIL105W-A		chrIX	167664	167804
YIL106W	MOB1	chrIX	166415	167444
YIL107C	PFK26	chrIX	163278	165761
YIL108W		chrIX	160887	162977
YIL109C	SEC24	chrIX	157385	160165
YIL110W	HPM1	chrIX	156045	157178
YIL111W	COX5B	chrIX	155222	155765
YIL112W	HOS4	chrIX	151595	154846
YIL113W	SDP1	chrIX	150559	151188
YIL114C	POR2	chrIX	149143	149988
YIL115C	NUP159	chrIX	144327	148709
YIL115W-A		chrIX	144268	144639
YIL116W	HIS5	chrIX	142928	144085
YIL117C	PRM5	chrIX	140613	141569
YIL118W	RHO3	chrIX	139752	140447
YIL119C	RPI1	chrIX	136654	137877
YIL120W	QDR1	chrIX	134417	136108
YIL121W	QDR2	chrIX	132244	133872
YIL122W	POG1	chrIX	130610	131665
YIL123W	SIM1	chrIX	128151	129581
YIL124W	AYR1	chrIX	126204	127097
YIL125W	KGD1	chrIX	122689	125733
YIL126W	STH1	chrIX	117992	122071
YIL127C	RRT14	chrIX	117024	117644
YIL128W	MET18	chrIX	113806	116904
YIL129C	TAO3	chrIX	106107	113237
YIL130W	ASG1	chrIX	102782	105676
YIL131C	FKH1	chrIX	100781	102235
YIL132C	CSM2	chrIX	99860	100501
YIL133C	RPL16A	chrIX	98527	99416
YIL134C-A		chrIX	96522	96725
YIL134W	FLX1	chrIX	97395	98330
YIL135C	VHS2	chrIX	95065	96375
YIL136W	OM45	chrIX	93619	94800
YIL137C	TMA108	chrIX	89948	92788
YIL138C	TPM2	chrIX	89230	89715
YIL139C	REV7	chrIX	87979	88716
YIL140W	AXL2	chrIX	85366	87837
YIL141W		chrIX	85053	85442
YIL142C-A		chrIX	83208	83540
YIL142W	CCT2	chrIX	83302	84885
YIL143C	SSL2	chrIX	80510	83041
YIL144W	NDC80	chrIX	78074	80149
YIL145C	PAN6	chrIX	76354	77283
YIL146C	ATG32	chrIX	74184	75773
YIL147C	SLN1	chrIX	69791	73453
YIL148W	RPL40A	chrIX	68708	69528
YIL149C	MLP2	chrIX	63028	68067
YIL150C	MCM10	chrIX	61013	62728
YIL151C	ESL1	chrIX	57338	60694
YIL152W		chrIX	56545	57252
YIL153W	RRD1	chrIX	55198	56379
YIL154C	IMP2'	chrIX	53981	55021
YIL155C	GUT2	chrIX	51759	53708
YIL156W	UBP7	chrIX	48091	51306
YIL156W-A		chrIX	47292	47693
YIL156W-B	MCO8	chrIX	47690	47973
YIL157C	COA1	chrIX	46949	47542
YIL158W	AIM20	chrIX	46201	46815
YIL159W	BNR1	chrIX	41825	45952
YIL160C	POT1	chrIX	40191	41444
YIL161W		chrIX	39433	40140
YIL162W	SUC2	chrIX	37385	38983
YIL163C		chrIX	36899	37252
YIL164C	NIT1	chrIX	34087	34686
YIL165C		chrIX	33718	34077
YIL166C	SOA1	chrIX	30938	32566
YIL167W	SDL1	chrIX	29032	30048
YIL168W		chrIX	29032	29415
YIL169C	CSS1	chrIX	23119	26106
YIL170W	HXT12	chrIX	19847	21220
YIL171W		chrIX	19515	19844
YIL171W-A		chrIX	18260	18712
YIL172C	IMA3	chrIX	16784	18553
YIL173W	VTH1	chrIX	11492	16141
YIL174W		chrIX	9469	9696
YIL175W		chrIX	9183	9500
YIL176C	PAU14	chrIX	8793	9155
YIL177C		chrIX	483	6147
YIL177W-A		chrIX	846	1328
YIR001C	SGN1	chrIX	356143	356895
YIR002C	MPH1	chrIX	357415	360396
YIR003W	AIM21	chrIX	360885	362924
YIR004W	DJP1	chrIX	363221	364519
YIR005W	IST3	chrIX	364889	365335
YIR006C	PAN1	chrIX	365466	369908
YIR007W	EGH1	chrIX	370704	372998
YIR008C	PRI1	chrIX	373077	374306
YIR009W	MSL1	chrIX	374525	374860
YIR010W	DSN1	chrIX	375431	377161
YIR011C	STS1	chrIX	377287	378246
YIR012W	SQT1	chrIX	378486	379781
YIR013C	GAT4	chrIX	380019	380384
YIR014W	VLD1	chrIX	381086	381814
YIR015W	RPR2	chrIX	381948	382382
YIR016W		chrIX	382628	383425
YIR017C	MET28	chrIX	383556	384119
YIR017W-A		chrIX	383566	384165
YIR018C-A		chrIX	385564	385701
YIR018W	YAP5	chrIX	384609	385346
YIR019C	FLO11	chrIX	389572	393675
YIR020C		chrIX	394255	394557
YIR020C-B		chrIX	397215	397949
YIR020W-A		chrIX	394917	395159
YIR021W	MRS1	chrIX	397294	398385
YIR021W-A		chrIX	398514	398726
YIR022W	SEC11	chrIX	398733	399236
YIR023C-A		chrIX	402383	402706
YIR023W	DAL81	chrIX	399777	402689
YIR024C	INA22	chrIX	402841	403491
YIR025W	MND2	chrIX	403659	404765
YIR026C	YVH1	chrIX	404873	405967
YIR027C	DAL1	chrIX	406260	407642
YIR028W	DAL4	chrIX	408468	410375
YIR029W	DAL2	chrIX	410807	411838
YIR030C	DCG1	chrIX	412036	412770
YIR030W-A		chrIX	412899	413282
YIR031C	DAL7	chrIX	413015	414679
YIR032C	DAL3	chrIX	415030	415617
YIR033W	MGA2	chrIX	416124	419465
YIR034C	LYS1	chrIX	419615	420736
YIR035C		chrIX	421026	421790
YIR036C	IRC24	chrIX	422074	422865
YIR036W-A		chrIX	422635	423036
YIR037W	HYR1	chrIX	423128	423619
YIR038C	GTT1	chrIX	423809	424513
YIR039C	YPS6	chrIX	430498	432111
YIR040C		chrIX	433389	433721
YIR041W	PAU15	chrIX	433929	434303
YIR042C		chrIX	435273	435983
YIR043C		chrIX	437043	438179
YIR044C		chrIX	437994	438179
YJL001W	PRE3	chrX	435163	435926
YJL002C	OST1	chrX	433221	434651
YJL003W	COX16	chrX	432644	433000
YJL004C	SYS1	chrX	431589	432200
YJL005W	CYR1	chrX	425157	431237
YJL006C	CTK2	chrX	423138	424109
YJL007C		chrX	422698	423012
YJL008C	CCT8	chrX	419957	421663
YJL009W		chrX	419855	420181
YJL010C	NOP9	chrX	417562	419562
YJL011C	RPC17	chrX	414285	414770
YJL012C	VTC4	chrX	411234	413399
YJL012C-A		chrX	410930	411127
YJL013C	MAD3	chrX	409493	411040
YJL014W	CCT3	chrX	407558	409162
YJL015C		chrX	407142	407426
YJL016W	TPH3	chrX	405588	407273
YJL017W		chrX	405284	406261
YJL018W		chrX	404326	404640
YJL019W	MPS3	chrX	402897	404945
YJL020C	BBC1	chrX	398937	402410
YJL020W-A		chrX	400981	401238
YJL021C		chrX	398633	399730
YJL022W		chrX	398109	398417
YJL023C	PET130	chrX	397355	398398
YJL024C	APS3	chrX	395931	396592
YJL025W	RRN7	chrX	393967	395511
YJL026C-A		chrX	393066	393287
YJL026W	RNR2	chrX	392404	393603
YJL027C		chrX	391833	392249
YJL028W		chrX	391311	391646
YJL029C	VPS53	chrX	388385	390853
YJL030W	MAD2	chrX	387657	388247
YJL031C	BET4	chrX	386368	387438
YJL032W		chrX	386348	386662
YJL033W	HCA4	chrX	383837	386149
YJL034W	KAR2	chrX	381327	383375
YJL035C	TAD2	chrX	380249	381001
YJL036W	SNX4	chrX	378825	380096
YJL037W	IRC18	chrX	376662	377336
YJL038C	LOH1	chrX	375115	375774
YJL039C	NUP192	chrX	368748	373799
YJL041W	NSP1	chrX	365784	368373
YJL042W	MHP1	chrX	361249	365445
YJL043W		chrX	360130	360903
YJL044C	GYP6	chrX	358300	359676
YJL045W		chrX	356024	357928
YJL046W	AIM22	chrX	352386	353615
YJL047C	RTT101	chrX	349580	352108
YJL047C-A		chrX	349044	349178
YJL048C	UBX6	chrX	347447	348637
YJL049W	CHM7	chrX	345973	347325
YJL050W	MTR4	chrX	342522	345743
YJL051W	IRC8	chrX	339787	342255
YJL052C-A		chrX	337884	338003
YJL052W	TDH1	chrX	338271	339269
YJL053W	PEP8	chrX	335898	337037
YJL054W	TIM54	chrX	334265	335701
YJL055W	LOG1	chrX	333357	334094
YJL056C	ZAP1	chrX	330431	333073
YJL057C	IKS1	chrX	328118	330121
YJL058C	BIT61	chrX	326242	327873
YJL059W	YHC3	chrX	324964	326190
YJL060W	BNA3	chrX	323386	324720
YJL061W	NUP82	chrX	320016	322157
YJL062W	LAS21	chrX	317284	319776
YJL062W-A	COA3	chrX	316723	316980
YJL063C	MRPL8	chrX	315759	316475
YJL064W		chrX	315175	315570
YJL065C	DLS1	chrX	315054	315557
YJL066C	MPM1	chrX	314114	314872
YJL067W		chrX	314084	314434
YJL068C		chrX	313016	313915
YJL069C	UTP18	chrX	310922	312706
YJL070C		chrX	307971	310637
YJL071W	ARG2	chrX	306132	307856
YJL072C	PSF2	chrX	305221	305862
YJL073W	JEM1	chrX	303181	305118
YJL074C	SMC3	chrX	299157	302849
YJL075C	APQ13	chrX	298460	298876
YJL076W	NET1	chrX	295245	298814
YJL077C	ICS3	chrX	294666	295061
YJL077W-A		chrX	294799	294885
YJL077W-B		chrX	294047	294145
YJL078C	PRY3	chrX	291336	293981
YJL079C	PRY1	chrX	289875	290774
YJL080C	SCP160	chrX	285558	289226
YJL081C	ARP4	chrX	283802	285271
YJL082W	IML2	chrX	281185	283380
YJL083W	TAX4	chrX	278841	280655
YJL084C	ALY2	chrX	274862	278002
YJL085W	EXO70	chrX	272827	274698
YJL086C		chrX	272478	272846
YJL087C	TRL1	chrX	270002	272485
YJL088W	ARG3	chrX	268799	269815
YJL089W	SIP4	chrX	265926	268415
YJL090C	DPB11	chrX	262757	265051
YJL091C	GWT1	chrX	261080	262552
YJL092W	SRS2	chrX	257423	260947
YJL093C	TOK1	chrX	254737	256812
YJL094C	KHA1	chrX	251821	254442
YJL095W	BCK1	chrX	247255	251691
YJL096W	MRPL49	chrX	246490	246975
YJL097W	PHS1	chrX	245591	246244
YJL098W	SAP185	chrX	242082	245258
YJL099W	CHS6	chrX	239414	241654
YJL100W	LSB6	chrX	237263	239086
YJL101C	GSH1	chrX	234320	236356
YJL102W	MEF2	chrX	231301	233760
YJL103C	GSM1	chrX	229025	230881
YJL104W	PAM16	chrX	227327	227776
YJL105W	SET4	chrX	225055	226737
YJL106W	IME2	chrX	221390	223327
YJL107C		chrX	218853	220016
YJL108C	PRM10	chrX	217705	218856
YJL109C	UTP10	chrX	212000	217309
YJL110C	GZF3	chrX	209922	211577
YJL111W	CCT7	chrX	207877	209529
YJL112W	MDV1	chrX	205305	207449
YJL113W		chrX	198678	203325
YJL114W		chrX	197915	198595
YJL115W	ASF1	chrX	196287	197126
YJL116C	NCA3	chrX	193860	194873
YJL117W	PHO86	chrX	192531	193466
YJL118W		chrX	191639	192298
YJL119C		chrX	191572	191895
YJL120W		chrX	191022	191345
YJL121C	RPE1	chrX	190374	191090
YJL122W	ALB1	chrX	189716	190243
YJL123C	MTC1	chrX	188004	189440
YJL124C	LSM1	chrX	187126	187644
YJL125C	GCD14	chrX	185528	186679
YJL126W	NIT2	chrX	184501	185424
YJL127C	SPT10	chrX	182298	184220
YJL127C-B	MCO6	chrX	181551	181709
YJL127W-A		chrX	180194	180310
YJL128C	PBS2	chrX	178097	180103
YJL129C	TRK1	chrX	173599	177306
YJL130C	URA2	chrX	165723	172367
YJL131C	AIM23	chrX	164278	165348
YJL132W		chrX	161914	164166
YJL133C-A	DPI8	chrX	159623	159847
YJL133W	MRS3	chrX	160619	161563
YJL134W	LCB3	chrX	158188	159417
YJL135W		chrX	157877	158194
YJL136C	RPS21B	chrX	156550	157273
YJL136W-A		chrX	156169	156252
YJL137C	GLG2	chrX	154985	156127
YJL138C	TIF2	chrX	153504	154691
YJL139C	YUR1	chrX	151713	152999
YJL140W	RPB4	chrX	150961	151626
YJL141C	YAK1	chrX	147967	150390
YJL142C	IRC9	chrX	147819	148211
YJL143W	TIM17	chrX	147101	147577
YJL144W	ROQ1	chrX	146359	146673
YJL145W	SFH5	chrX	145160	146044
YJL146W	IDS2	chrX	143292	144701
YJL147C	MRX5	chrX	141419	142567
YJL148W	RPA34	chrX	140437	141138
YJL149W	DAS1	chrX	137379	139370
YJL150W		chrX	137123	137425
YJL151C	SNA3	chrX	136372	136773
YJL152W		chrX	136174	136533
YJL153C	INO1	chrX	134332	135933
YJL154C	VPS35	chrX	131101	133935
YJL155C	FBP26	chrX	129285	130643
YJL156C	SSY5	chrX	126853	128952
YJL156W-A		chrX	126604	126825
YJL157C	FAR1	chrX	123836	126328
YJL158C	CIS3	chrX	122265	122948
YJL159W	HSP150	chrX	120449	121690
YJL160C	PIR5	chrX	117962	118825
YJL161W	FMP33	chrX	117245	117787
YJL162C	JJJ2	chrX	113878	115629
YJL163C		chrX	111666	113333
YJL164C	TPK1	chrX	109966	111159
YJL165C	HAL5	chrX	106894	109461
YJL166W	QCR8	chrX	106434	106718
YJL167W	ERG20	chrX	105014	106072
YJL168C	SET2	chrX	102227	104428
YJL169W		chrX	102099	102467
YJL170C	ASG7	chrX	101150	101779
YJL171C	TOH1	chrX	99704	100894
YJL172W	CPS1	chrX	97737	99467
YJL173C	RFA3	chrX	96161	96529
YJL174W	KRE9	chrX	95092	95922
YJL175W		chrX	94049	94561
YJL176C	SWI3	chrX	92053	94530
YJL177W	RPL17B	chrX	90786	91657
YJL178C	ATG27	chrX	89282	90097
YJL179W	PFD1	chrX	88787	89116
YJL180C	ATP12	chrX	87583	88560
YJL181W	RBH1	chrX	85660	87495
YJL182C		chrX	85435	85752
YJL183W	MNN11	chrX	84068	85336
YJL184W	GON7	chrX	83448	83819
YJL185C	ATG36	chrX	82095	82976
YJL186W	MNN5	chrX	80155	81915
YJL187C	SWE1	chrX	76803	79262
YJL188C	BUD19	chrX	76202	76510
YJL189W	RPL39	chrX	75933	76474
YJL190C	RPS22A	chrX	74910	75302
YJL191W	RPS14B	chrX	73787	74611
YJL192C	SOP4	chrX	72710	73414
YJL193W		chrX	71366	72574
YJL194W	CDC6	chrX	69338	70879
YJL195C		chrX	69241	69942
YJL196C	ELO1	chrX	67850	68782
YJL197C-A		chrX	65805	66086
YJL197W	UBP12	chrX	63805	67569
YJL198W	PHO90	chrX	60844	63489
YJL199C	MBB1	chrX	59856	60182
YJL200C	ACO2	chrX	56444	58813
YJL201W	ECM25	chrX	54379	56178
YJL202C		chrX	53943	54290
YJL203W	PRP21	chrX	53341	54183
YJL204C	RCY1	chrX	50629	53151
YJL205C	NCE101	chrX	50139	50443
YJL206C		chrX	47659	49935
YJL207C	LAA1	chrX	41389	47433
YJL208C	NUC1	chrX	40194	41183
YJL209W	CBP1	chrX	38005	39969
YJL210W	PEX2	chrX	36919	37734
YJL211C		chrX	36757	37200
YJL212C	OPT1	chrX	33850	36249
YJL213W		chrX	32163	33158
YJL214W	HXT8	chrX	26887	28596
YJL215C		chrX	26412	26771
YJL216C	IMA5	chrX	24341	26086
YJL217W	REE1	chrX	23133	23729
YJL218W		chrX	21973	22563
YJL219W	HXT9	chrX	19497	21200
YJL220W		chrX	18243	18695
YJL221C	IMA4	chrX	16767	18536
YJL222W	VTH2	chrX	11475	16124
YJL222W-A		chrX	9452	9679
YJL222W-B		chrX	9346	9483
YJL223C	PAU1	chrX	8776	9138
YJL225C		chrX	466	6130
YJL225W-A		chrX	829	1311
YJR001W	AVT1	chrX	436802	438610
YJR002W	MPP10	chrX	438865	440646
YJR003C	MRX12	chrX	440994	442553
YJR004C	SAG1	chrX	442909	444861
YJR005C-A	LSO1	chrX	448477	448758
YJR005W	APL1	chrX	445923	448025
YJR006W	POL31	chrX	449202	450665
YJR007W	SUI2	chrX	451020	451934
YJR008W	MHO1	chrX	452430	453446
YJR009C	TDH2	chrX	453683	454681
YJR010C-A	SPC1	chrX	458077	458361
YJR010W	MET3	chrX	456239	457774
YJR011C		chrX	458641	459426
YJR012C		chrX	459795	460418
YJR013W	GPI14	chrX	460382	461593
YJR014W	TMA22	chrX	461829	462425
YJR015W		chrX	462721	464253
YJR016C	ILV3	chrX	464451	466208
YJR017C	ESS1	chrX	466521	467033
YJR018W		chrX	466786	467148
YJR019C	TES1	chrX	467232	468281
YJR020W		chrX	468001	468333
YJR021C	REC107	chrX	468555	469579
YJR022W	LSM8	chrX	469784	470113
YJR023C		chrX	469804	470205
YJR024C	MDE1	chrX	470230	470964
YJR025C	BNA1	chrX	471138	471671
YJR026W		chrX	472760	474082
YJR027W		chrX	472760	478028
YJR028W		chrX	478344	479666
YJR029W		chrX	478344	483612
YJR030C	RBH2	chrX	483959	486196
YJR031C	GEA1	chrX	486586	490812
YJR032W	CPR7	chrX	491081	492262
YJR033C	RAV1	chrX	492378	496451
YJR034W	PET191	chrX	496683	497009
YJR035W	RAD26	chrX	497355	500612
YJR036C	HUL4	chrX	500713	503391
YJR037W		chrX	503102	503485
YJR038C		chrX	503710	504072
YJR039W	MLO127	chrX	503936	507301
YJR040W	GEF1	chrX	507746	510085
YJR041C	URB2	chrX	510239	513763
YJR042W	NUP85	chrX	514055	516289
YJR043C	POL32	chrX	516461	517513
YJR044C	VPS55	chrX	518763	519185
YJR045C	SSC1	chrX	519638	521602
YJR046W	TAH11	chrX	522048	523862
YJR047C	ANB1	chrX	524908	525381
YJR048W	CYC1	chrX	526335	526664
YJR049C	UTR1	chrX	526884	528476
YJR050W	ISY1	chrX	528697	529404
YJR051W	OSM1	chrX	529861	531366
YJR052W	RAD7	chrX	532062	533759
YJR053W	BFA1	chrX	534027	535751
YJR054W	KCH1	chrX	536056	537549
YJR055W	HIT1	chrX	538772	539266
YJR056C		chrX	541792	542502
YJR057W	CDC8	chrX	544062	544712
YJR058C	APS2	chrX	544732	545175
YJR059W	PTK2	chrX	545787	548243
YJR060W	CBF1	chrX	548759	549814
YJR061W	MNN14	chrX	550511	553318
YJR062C	NTA1	chrX	553476	554849
YJR063W	RPA12	chrX	555195	555572
YJR064W	CCT5	chrX	555914	557602
YJR065C	ARP3	chrX	557809	559158
YJR066W	TOR1	chrX	559416	566828
YJR067C	YAE1	chrX	567019	567444
YJR068W	RFC2	chrX	567643	568704
YJR069C	HAM1	chrX	568806	569399
YJR070C	LIA1	chrX	569621	570598
YJR071W		chrX	570405	570773
YJR072C	NPA3	chrX	570967	572124
YJR073C	OPI3	chrX	572315	572935
YJR074W	MOG1	chrX	573095	573751
YJR075W	HOC1	chrX	573981	575171
YJR076C	CDC11	chrX	575354	576601
YJR077C	MIR1	chrX	577255	578190
YJR078W	BNA2	chrX	578860	580221
YJR079W		chrX	580205	581239
YJR080C	AIM24	chrX	580432	581616
YJR082C	EAF6	chrX	581914	582255
YJR083C	ACF4	chrX	582608	583537
YJR084W		chrX	583733	585004
YJR085C	TMH11	chrX	585120	585437
YJR086W	STE18	chrX	586068	586400
YJR087W		chrX	586400	586750
YJR088C	EMC2	chrX	586495	587373
YJR089W	BIR1	chrX	587718	590582
YJR090C	GRR1	chrX	590872	594327
YJR091C	JSN1	chrX	595061	598336
YJR092W	BUD4	chrX	598735	603078
YJR093C	FIP1	chrX	603220	604203
YJR094C	IME1	chrX	604569	605651
YJR094W-A	RPL43B	chrX	608305	608858
YJR095W	SFC1	chrX	609773	610741
YJR096W		chrX	611195	612043
YJR097W	JJJ3	chrX	612413	612931
YJR098C		chrX	613186	615156
YJR099W	YUH1	chrX	615576	616286
YJR100C	AIM25	chrX	616351	617334
YJR101W	RSM26	chrX	618234	619034
YJR102C	VPS25	chrX	619157	619765
YJR103W	URA8	chrX	620754	622490
YJR104C	SOD1	chrX	622550	623014
YJR105W	ADO1	chrX	623581	624603
YJR106W	ECM27	chrX	624838	627015
YJR107W	LIH1	chrX	627340	628326
YJR108W	ABM1	chrX	628712	629083
YJR109C	CPA2	chrX	629585	632941
YJR110W	YMR1	chrX	633615	635681
YJR111C	PXP2	chrX	635855	636706
YJR112W	NNF1	chrX	637030	637635
YJR112W-A		chrX	637790	638168
YJR113C	RSM7	chrX	638232	638975
YJR114W		chrX	638659	639051
YJR115W		chrX	639942	640451
YJR116W	TDA4	chrX	640825	641664
YJR117W	STE24	chrX	642007	643368
YJR118C	ILM1	chrX	643490	644101
YJR119C	JHD2	chrX	644304	646490
YJR120W		chrX	647126	647476
YJR121W	ATP2	chrX	647607	649142
YJR122W	IBA57	chrX	649776	651269
YJR123W	RPS5	chrX	651901	652578
YJR124C		chrX	652892	654238
YJR125C	ENT3	chrX	654737	655963
YJR126C	VPS70	chrX	656254	658689
YJR127C	RSF2	chrX	658917	663059
YJR128W		chrX	662921	663280
YJR129C	EFM3	chrX	664000	665019
YJR130C	STR2	chrX	665218	667137
YJR131W	MNS1	chrX	667644	669293
YJR132W	NMD5	chrX	669522	672668
YJR133W	XPT1	chrX	672991	673620
YJR134C	SGM1	chrX	673729	675852
YJR135C	MCM22	chrX	676059	676778
YJR135W-A	TIM8	chrX	676971	677234
YJR136C	TTI2	chrX	677441	678706
YJR137C	MET5	chrX	678957	683285
YJR138W	IML1	chrX	684567	689321
YJR139C	HOM6	chrX	689445	690524
YJR140C	HIR3	chrX	690750	695696
YJR140W-A		chrX	690961	691110
YJR141W	IPA1	chrX	695906	696949
YJR142W		chrX	697141	698169
YJR143C	PMT4	chrX	698326	700614
YJR144W	MGM101	chrX	700882	701691
YJR145C	RPS4A	chrX	702027	703068
YJR146W		chrX	703885	704238
YJR147W	HMS2	chrX	704196	705272
YJR148W	BAT2	chrX	705744	706874
YJR149W		chrX	707160	708374
YJR150C	DAN1	chrX	708811	709707
YJR151C	DAN4	chrX	712255	715740
YJR151W-A		chrX	717580	717630
YJR152W	DAL5	chrX	719666	721297
YJR153W	PGU1	chrX	722815	723900
YJR154W		chrX	725784	726824
YJR155W	AAD10	chrX	727405	728271
YJR156C	THI11	chrX	728574	729596
YJR157W		chrX	730515	730877
YJR158W	HXT16	chrX	732440	734143
YJR159W	SOR1	chrX	736044	737117
YJR160C	MPH3	chrX	738008	739816
YJR161C	COS5	chrX	742848	743999
YJR162C		chrX	744911	745261
YKL001C	MET14	chrXI	438777	439385
YKL002W	DID4	chrXI	437778	438544
YKL003C	MRP17	chrXI	437097	437492
YKL003W-A		chrXI	437416	437535
YKL004W	AUR1	chrXI	435580	436785
YKL005C	BYE1	chrXI	433093	434877
YKL006C-A	SFT1	chrXI	430198	430632
YKL006W	RPL14A	chrXI	431906	432720
YKL007W	CAP1	chrXI	429302	430108
YKL008C	LAC1	chrXI	427295	428551
YKL009W	MRT4	chrXI	426242	426952
YKL010C	UFD4	chrXI	421424	425875
YKL011C	CCE1	chrXI	420155	421216
YKL012W	PRP40	chrXI	418310	420061
YKL013C	ARC19	chrXI	417508	418023
YKL014C	URB1	chrXI	411619	416913
YKL015W	PUT3	chrXI	408544	411483
YKL016C	ATP7	chrXI	407465	407989
YKL017C	HCS1	chrXI	405190	407241
YKL018C-A	MCO12	chrXI	403580	403879
